Date,player_name,Reason
2024-03-16,Tyus Jones,placed on IL with lower back spasms (out for season)
2024-03-16,A.J. Griffin,placed on IL with lower leg injury
2024-03-17,Chris Livingston,placed on IL with sprained left ankle
2024-03-17,Giannis Antetokounmpo,placed on IL with left hamstring injury
2024-03-17,Donovan Mitchell,placed on IL with nasal fracture
2024-03-17,Norman Powell,placed on IL with bruised lower left leg
2024-03-17,Jonathan Isaac,placed on IL with left knee injury
2024-03-17,Deni Avdija,placed on IL with bruised right knee
2024-03-17,Kyle Kuzma,placed on IL with sore left shoulder
2024-03-18,Al Horford,placed on IL with sprained left big toe
2024-03-18,Jayson Tatum,placed on IL with right ankle impingement
2024-03-18,Jrue Holiday,placed on IL with bruised right shoulder
2024-03-18,Sam Hauser,placed on IL with sprained left ankle
2024-03-18,Ogugua Anunoby,placed on IL with right elbow injury
2024-03-18,Eugene Omoruyi,placed on IL with sprained left ankle
2024-03-19,Duncan Robinson,placed on IL with back injury
2024-03-19,Lauri Markkanen,placed on IL with bruised right quadriceps
2024-03-19,Kevin Huerter,placed on IL with torn labrum in left shoulder (out for season)
2024-03-19,Zeke Nnaji,placed on IL with sore lower back
2024-03-19,Isaiah Stewart,placed on IL with strained right hamstring (out for season)
2024-03-19,Naz Reid,placed on IL with head injury
2024-03-19,Bilal Coulibaly,placed on IL with fractured right wrist (out for season)
2024-03-20,Matisse Thybulle,placed on IL with right ankle impingement
2024-03-20,Dean Wade,placed on IL with sore right knee
2024-03-20,Terance Mann,placed on IL with strained right shoulder
2024-03-20,Jalen Johnson,placed on IL with sprained right ankle
2024-03-20,Edrice Adebayo,placed on IL with bruised lower back
2024-03-20,Dorian Finney-Smith,placed on IL with sore left ankle
2024-03-20,Ausar Thompson,placed on IL with blood clots (out for season)
2024-03-20,Simone Fontecchio,placed on IL with bruised left toe (out for season)
2024-03-20,Taj Gibson,placed on IL with right hamstring injury
2024-03-21,Khris Middleton,placed on IL with left ankle injury
2024-03-21,John Collins (Martin),placed on IL with facial injury
2024-03-21,Jalen Hood-Schifino,placed on IL with surgery on back (out for season)
2024-03-22,Deandre Ayton,placed on IL with left elbow tendinitis
2024-03-22,Al Horford,placed on IL with sprained left big toe
2024-03-22,Jayson Tatum,placed on IL with right ankle impingement
2024-03-22,Desmond Bane,placed on IL with sore back
2024-03-22,Brandon Ingram,placed on IL with bruised left knee
2024-03-23,Anfernee Simons,placed on IL with left knee tendinitis (out for season)
2024-03-23,Jaylen Brown,placed on IL with right ankle injury
2024-03-23,Kristaps Porzingis,placed on IL with right hamstring injury
2024-03-23,Onyeka Okongwu,placed on IL with left big toe injury (out for season)
2024-03-23,Lauri Markkanen,placed on IL with bruised right quadriceps
2024-03-23,Omer Yurtseven,placed on IL with sprained right ankle
2024-03-23,Gary Harris,placed on IL with strained right foot
2024-03-23,Jamal Murray,placed on IL with sprained left ankle / various injuries
2024-03-23,Nikola Jokic,placed on IL with various injuries
2024-03-24,P.J. Tucker,placed on IL with calf injury
2024-03-24,Cameron Johnson,placed on IL with sprained left big toe
2024-03-24,Dennis Smith Jr.,placed on IL with right hip injury
2024-03-24,Keita Bates-Diop,placed on IL with fractured tibia in right leg (out for season)
2024-03-24,Kyle Kuzma,placed on IL with sore left shoulder
2024-03-25,Xavier Tillman,placed on IL with left knee injury
2024-03-25,John Konchar,placed on IL with sore right heel (out for season)
2024-03-25,Aaron Gordon,placed on IL with sprained right foot
2024-03-25,Aaron Nesmith,placed on IL with bruised right knee
2024-03-25,Victor Wembanyama,placed on IL with sprained left ankle
2024-03-26,Patrick Beverley,placed on IL with surgery on right wrist
2024-03-26,Yes,placed on IL with sore lower back (out for season)
2024-03-26,Trayce Jackson-Davis,placed on IL with sore right knee
2024-03-27,Johnny Juzang,placed on IL with back spasms
2024-03-27,Alec Burks,placed on IL with sprained right shoulder
2024-03-27,Anthony Davis,placed on IL with hyperextended left knee
2024-03-27,Keldon Johnson,placed on IL with sore right knee
2024-03-27,Shai Gilgeous-Alexander,placed on IL with bruised right quadriceps
2024-03-27,Jonathan Kuminga,placed on IL with sore left knee
2024-03-28,Jaden Springer,placed on IL with left knee injury
2024-03-28,Richaun Holmes,placed on IL with bruised left toe (out for season)
2024-03-29,Caris LeVert,placed on IL with sore right wrist
2024-03-29,J.D. Davison,placed on IL with sprained left ankle
2024-03-29,Desmond Bane,placed on IL with sore back (out for season)
2024-03-29,Lauri Markkanen,placed on IL with right shoulder impingement (out for season)
2024-03-29,Markelle Fultz,placed on IL with left knee injury
2024-03-29,Ochai Agbaji,placed on IL with bruised right hip
2024-03-29,Dario Saric,placed on IL with sore right knee
2024-03-30,Toumani Camara,placed on IL with various injuries (out for season)
2024-03-30,Caleb Martin,placed on IL with right ankle injury
2024-03-30,Malik Monk,placed on IL with sprained MCL in right knee (out for season)
2024-03-30,Gary Harris,placed on IL with plantar fasciitis in right foot
2024-03-30,Jonathan Isaac,placed on IL with right hamstring injury
2024-03-30,Jose Alvarado,placed on IL with strained right oblique
2024-03-30,Jeremy Sochan,placed on IL with left ankle impingement (out for season)
2024-03-30,Keldon Johnson,placed on IL with sprained left foot
2024-03-31,Isaac Okoro,placed on IL with toe injury
2024-03-31,John Collins (Martin),placed on IL with back spasms (out for season)
2024-03-31,Mitchell Robinson,placed on IL with sprained left ankle
2024-03-31,Devin Vassell,placed on IL with sore left foot / right foot injury (out for season)
2024-03-31,Kyle Kuzma,placed on IL with bruised right heel
2024-03-31,Dominick Barlow,placed on IL with bruised left knee (out for season)
2024-04-01,Justin Minaya,placed on IL with bruised back
2024-04-01,Jaylen Brown,placed on IL with sprained left hand
2024-04-01,Vince Williams Jr.,placed on IL with patellar injury in left knee (out for season)
2024-04-01,Nick Richards,placed on IL with plantar fasciitis in right foot
2024-04-01,Gabe Vincent,placed on IL with left knee injury
2024-04-01,Caleb Houstan,placed on IL with sore right ankle
2024-04-01,Jeremy Sochan,surgery on left ankle (out for season)
2024-04-02,Donovan Mitchell,placed on IL with left knee injury
2024-04-02,Kawhi Leonard,placed on IL with sore right knee
2024-04-02,Dereck Lively II,placed on IL with sore right knee
2024-04-02,Jalen Williams,placed on IL with sprained left ankle
2024-04-02,Shai Gilgeous-Alexander,placed on IL with bruised right quadriceps
2024-04-03,Khris Middleton,placed on IL with left ankle injury
2024-04-03,Patrick Beverley,placed on IL with sprained right ankle
2024-04-03,Joshua Primo,placed on IL with sprained left ankle
2024-04-03,Myles Turner,placed on IL with right finger injury
2024-04-03,Grayson Allen,placed on IL with sore left hip
2024-04-03,Marvin Bagley III,placed on IL with sprained right knee (out for season)
2024-04-04,Jaren Jackson Jr.,placed on IL with right quadriceps tendinitis (out for season)
2024-04-04,Walker Kessler,placed on IL with nasal fracture (out for season)
2024-04-04,Cedi Osman,placed on IL with sprained right ankle (out for season)
2024-04-04,Kyle Kuzma,placed on IL with sprained right ankle (out for season)
2024-04-05,Ibou Badji,placed on IL with sore lower back
2024-04-05,Giannis Antetokounmpo,placed on IL with left hamstring injury
2024-04-05,MarJon Beauchamp,placed on IL with sprained right ankle
2024-04-05,Derrick White,placed on IL with bruised lower back
2024-04-05,Jaylen Brown,placed on IL with sprained left hand
2024-04-05,Leaky Black,placed on IL with strained abdominal
2024-04-05,Luka Doncic,placed on IL with sore right knee
2024-04-05,Amen Thompson,placed on IL with various injuries
2024-04-05,Jae'Sean Tate,placed on IL with sprained right ankle
2024-04-05,Andrew Wiggins,placed on IL with sore left ankle
2024-04-06,Tobias Harris,placed on IL with bruised left knee
2024-04-06,Jake LaRavia,placed on IL with sore left ankle
2024-04-06,Kris Dunn,placed on IL with left foot injury (out for season)
2024-04-06,Aaron Gordon,placed on IL with strained right foot
2024-04-07,Joel Embiid,placed on IL with left knee injury
2024-04-07,Alex Caruso,placed on IL with bruised left ankle
2024-04-07,Donovan Mitchell,placed on IL with left knee injury
2024-04-07,Jayson Tatum,placed on IL with bruised right knee
2024-04-07,Daniel Theis,placed on IL with sprained left thumb
2024-04-07,Gabe Vincent,placed on IL with left knee injury
2024-04-07,Naji Marshall,placed on IL with right shoulder injury
2024-04-07,Gordon Hayward,placed on IL with lower leg injury
2024-04-07,Orlando Robinson,placed on IL with sore lower back
2024-04-08,Seth Lundy,placed on IL with sore left ankle / left ankle impingement (out for season)
2024-04-08,Duncan Robinson,placed on IL with back injury (out for season)
2024-04-08,Keldon Johnson,placed on IL with sprained left foot (out for season)
2024-04-09,Kyle Lowry,placed on IL with left knee injury
2024-04-09,Tyrese Maxey,placed on IL with left hip injury
2024-04-09,Ayo Dosunmu,placed on IL with bruised right quadriceps (out for season)
2024-04-09,Al Horford,placed on IL with sprained left big toe
2024-04-09,Kristaps Porzingis,placed on IL with right hamstring injury
2024-04-09,James Harden,placed on IL with sore right foot
2024-04-09,Terry Rozier,placed on IL with neck spasms (out for season)
2024-04-09,Franz Wagner,placed on IL with sprained right ankle
2024-04-09,Jusuf Nurkic,placed on IL with sprained right ankle
2024-04-10,Giannis Antetokounmpo,placed on IL with strained left calf (out for season)
2024-04-10,Khris Middleton,placed on IL with left ankle injury
2024-04-10,Andre Drummond,placed on IL with sprained left ankle (out for season)
2024-04-10,Sam Merrill,placed on IL with strained neck
2024-04-10,Paul George,placed on IL with sore left knee
2024-04-10,Russell Westbrook,placed on IL with bruised left hand
2024-04-10,Jalen Johnson,placed on IL with sprained right ankle (out for season)
2024-04-10,Gary Harris,placed on IL with right foot injury
2024-04-10,Dennis Smith Jr.,placed on IL with right hip injury (out for season)
2024-04-10,Dorian Finney-Smith,placed on IL with left knee injury (out for season)
2024-04-10,R.J. Barrett,placed on IL with left knee injury
2024-04-10,Victor Wembanyama,placed on IL with right ankle injury
2024-04-11,Dalano Banton,placed on IL with sprained left ankle
2024-04-11,A.J. Green,placed on IL with sprained left ankle
2024-04-11,Lamar Stevens,placed on IL with left groin injury (out for season)
2024-04-11,Jordan Ford,placed on IL with right hip injury
2024-04-11,Kyrie Irving,placed on IL with left hamstring injury
2024-04-11,Draymond Green,placed on IL with bruised right knee
2024-04-11,Gary Payton II,placed on IL with strained left calf (out for season)
2024-04-11,Klay Thompson,placed on IL with right knee tendinitis
2024-04-12,Damian Lillard,placed on IL with left adductor injury
2024-04-12,Al Horford,placed on IL with sprained left big toe
2024-04-12,Jaylen Brown,placed on IL with sprained left hand
2024-04-12,Jayson Tatum,placed on IL with bruised right knee
2024-04-12,Jrue Holiday,placed on IL with left knee injury
2024-04-12,Kristaps Porzingis,placed on IL with right hamstring injury
2024-04-12,Wesley Matthews,placed on IL with right hamstring injury
2024-04-12,Grant Williams,placed on IL with sprained right ankle (out for season)
2024-04-12,Nick Richards,placed on IL with plantar fasciitis in right foot (out for season)
2024-04-12,Isaiah Hartenstein,placed on IL with left Achilles injury
2024-04-12,Luka Doncic,placed on IL with sore left ankle
2024-04-12,Day'Ron Sharpe,placed on IL with right wrist injury (out for season)
2024-04-12,Isaiah Jackson,placed on IL with strained left hamstring
2024-04-12,Naji Marshall,placed on IL with bruised left shoulder
2024-04-12,Dennis Schröder,placed on IL with sore right Achilles (out for season)
2024-04-12,Mouhamadou Gueye,placed on IL with sprained right thumb (out for season)
2024-04-12,Fred VanVleet,placed on IL with bruised right hip (out for season)
2024-04-12,Josh Giddey,placed on IL with bruised right hip
2024-04-12,Jonathan Kuminga,placed on IL with bruised pelvis
2024-04-13,Caris LeVert,placed on IL with sore left knee
2024-04-13,Donovan Mitchell,placed on IL with left knee injury
2024-04-13,Daniel Gafford,placed on IL with sore right elbow
2024-04-13,Maximilian Kleber,placed on IL with lower back spasms
2024-04-13,P.J. Washington,placed on IL with sprained right ankle
2024-04-13,Victor Wembanyama,placed on IL with right ankle injury (out for season)
2024-04-14,Deandre Ayton,placed on IL with sore lower back (out for season)
2024-04-14,Jabari Walker,placed on IL with left knee tendinitis (out for season)
2024-04-14,Darius Garland,placed on IL with bruised lower back
2024-04-14,James Harden,placed on IL with sore right knee / right foot injury
2024-04-14,Brandon Miller,placed on IL with sprained right wrist (out for season)
2024-04-14,Miles Bridges,placed on IL with bruised right wrist (out for season)
2024-04-14,Collin Gillespie,placed on IL with sprained left knee
2024-04-14,Immanuel Quickley,placed on IL with strained left adductor (out for season)
2024-04-14,Eric Gordon,placed on IL with migraine headache
2024-04-14,Draymond Green,placed on IL with bruised right knee (out for season)
2024-04-14,Stephen Curry,placed on IL with sprained right ankle (out for season)
2024-04-16,Cam Reddish,placed on IL with sprained right ankle
2024-04-17,Zion Williamson,placed on IL with strained left hamstring (out for season)
2024-04-19,Craig Porter Jr.,placed on IL with sprained left ankle (out for season)
2024-04-20,De'Anthony Melton,placed on IL with back injury
2024-04-20,Luke Kornet,placed on IL with strained right calf
2024-04-25,Tim Hardaway Jr.,placed on IL with sprained right ankle
2024-04-26,Olivier-Maxence Prosper,placed on IL with sprained left ankle
2024-04-26,Grayson Allen,placed on IL with sprained right ankle (out for season)
2024-04-27,Jeremiah Robinson-Earl,placed on IL with sprained left ankle
2024-04-28,Damian Lillard,placed on IL with right Achilles tendinitis
2024-04-28,Kawhi Leonard,placed on IL with right knee inflammation (out for season)
2024-04-30,Kristaps Porzingis,placed on IL with strained right calf
2024-04-30,Bojan Bogdanovic,placed on IL with various injuries (out for season)
2024-05-04,Maximilian Kleber,placed on IL with dislocated right shoulder
